request_id,event_timestamp,processing_timestamp,endpoint,attempt_number,status,latency_ms,total_latency_ms,found,visited_count,runtime_ms,error_message
183,2025-12-26T15:54:33.261210,2025-12-26T15:54:33.269049,localhost:50052,1,SUCCESS,7.84,7.84,False,0,0.00,
184,2025-12-26T15:54:33.368611,2025-12-26T15:54:33.378489,localhost:50051,1,SUCCESS,9.88,9.88,False,0,0.00,
185,2025-12-26T15:54:33.478973,2025-12-26T15:54:33.486989,localhost:50052,1,SUCCESS,8.02,8.02,False,0,0.00,
186,2025-12-26T15:54:33.590545,2025-12-26T15:54:33.596563,localhost:50051,1,SUCCESS,6.02,6.02,False,0,0.00,
187,2025-12-26T15:54:33.699858,2025-12-26T15:54:33.709695,localhost:50052,1,SUCCESS,9.84,9.84,False,0,0.00,
188,2025-12-26T15:54:33.812196,2025-12-26T15:54:33.819212,localhost:50051,1,SUCCESS,7.02,7.02,False,0,0.00,
189,2025-12-26T15:54:33.922275,2025-12-26T15:54:33.929278,localhost:50052,1,SUCCESS,7.00,7.00,False,0,0.00,
190,2025-12-26T15:54:34.030174,2025-12-26T15:54:34.037132,localhost:50051,1,SUCCESS,6.96,6.96,False,0,0.00,
191,2025-12-26T15:54:34.140188,2025-12-26T15:54:34.147194,localhost:50052,1,SUCCESS,7.01,7.01,False,0,0.00,
192,2025-12-26T15:54:34.250629,2025-12-26T15:54:34.255660,localhost:50051,1,SUCCESS,5.03,5.03,False,0,0.00,
193,2025-12-26T15:54:34.361480,2025-12-26T15:54:34.368481,localhost:50052,1,SUCCESS,7.00,7.00,False,0,0.00,
194,2025-12-26T15:54:34.471676,2025-12-26T15:54:34.478189,localhost:50051,1,SUCCESS,6.51,6.51,False,0,0.00,
195,2025-12-26T15:54:34.582307,2025-12-26T15:54:34.590824,localhost:50052,1,SUCCESS,8.52,8.52,False,0,0.00,
196,2025-12-26T15:54:34.692948,2025-12-26T15:54:34.700469,localhost:50051,1,SUCCESS,7.52,7.52,False,0,0.00,
197,2025-12-26T15:54:34.802620,2025-12-26T15:54:34.808100,localhost:50052,1,SUCCESS,5.48,5.48,False,0,0.00,
198,2025-12-26T15:54:34.911941,2025-12-26T15:54:34.917464,localhost:50051,1,SUCCESS,5.52,5.52,False,0,0.00,
199,2025-12-26T15:54:35.018987,2025-12-26T15:54:35.023986,localhost:50052,1,SUCCESS,5.00,5.00,False,0,0.00,
200,2025-12-26T15:54:35.127724,2025-12-26T15:54:35.132724,localhost:50051,1,SUCCESS,5.00,5.00,False,0,0.00,
201,2025-12-26T15:54:35.236828,2025-12-26T15:54:35.241827,localhost:50052,1,SUCCESS,5.00,5.00,False,0,0.00,
202,2025-12-26T15:54:35.347215,2025-12-26T15:54:35.355874,localhost:50051,1,SUCCESS,8.66,8.66,False,0,0.00,
203,2025-12-26T15:54:35.455859,2025-12-26T15:54:35.463883,localhost:50052,1,SUCCESS,8.02,8.02,False,0,0.00,
204,2025-12-26T15:54:35.564564,2025-12-26T15:54:35.572031,localhost:50051,1,SUCCESS,7.47,7.47,False,0,0.00,
205,2025-12-26T15:54:35.674485,2025-12-26T15:54:35.682523,localhost:50052,1,SUCCESS,8.04,8.04,False,0,0.00,
206,2025-12-26T15:54:35.783226,2025-12-26T15:54:35.791844,localhost:50051,1,SUCCESS,8.62,8.62,False,0,0.00,
207,2025-12-26T15:54:35.891984,2025-12-26T15:54:35.900366,localhost:50052,1,SUCCESS,8.38,8.38,False,0,0.00,
208,2025-12-26T15:54:36.001324,2025-12-26T15:54:36.010484,localhost:50051,1,SUCCESS,9.16,9.16,False,0,0.00,
209,2025-12-26T15:54:36.111799,2025-12-26T15:54:36.116355,localhost:50052,1,SUCCESS,4.56,4.56,False,0,0.00,
210,2025-12-26T15:54:36.220355,2025-12-26T15:54:36.227917,localhost:50051,1,SUCCESS,7.56,7.56,False,0,0.00,
211,2025-12-26T15:54:36.329583,2025-12-26T15:54:36.337911,localhost:50052,1,SUCCESS,8.33,8.33,False,0,0.00,
212,2025-12-26T15:54:36.438753,2025-12-26T15:54:36.445257,localhost:50051,1,SUCCESS,6.50,6.50,False,0,0.00,
213,2025-12-26T15:54:36.548583,2025-12-26T15:54:36.557966,localhost:50052,1,SUCCESS,9.38,9.38,False,0,0.00,
214,2025-12-26T15:54:36.655672,2025-12-26T15:54:36.664263,localhost:50051,1,SUCCESS,8.59,8.59,False,0,0.00,
215,2025-12-26T15:54:36.763152,2025-12-26T15:54:36.770696,localhost:50052,1,SUCCESS,7.54,7.54,False,0,0.00,
216,2025-12-26T15:54:36.872453,2025-12-26T15:54:36.876892,localhost:50051,1,SUCCESS,4.44,4.44,False,0,0.00,
217,2025-12-26T15:54:36.982919,2025-12-26T15:54:36.990397,localhost:50052,1,SUCCESS,7.48,7.48,False,0,0.00,
218,2025-12-26T15:54:37.091358,2025-12-26T15:54:37.099772,localhost:50051,1,SUCCESS,8.41,8.41,False,0,0.00,
219,2025-12-26T15:54:37.198685,2025-12-26T15:54:37.205685,localhost:50052,1,SUCCESS,7.00,7.00,False,0,0.00,
220,2025-12-26T15:54:37.306903,2025-12-26T15:54:37.312904,localhost:50051,1,SUCCESS,6.00,6.00,False,0,0.00,
221,2025-12-26T15:54:37.415688,2025-12-26T15:54:37.421154,localhost:50052,1,SUCCESS,5.47,5.47,False,0,0.00,
222,2025-12-26T15:54:37.525614,2025-12-26T15:54:37.532891,localhost:50051,1,SUCCESS,7.28,7.28,False,0,0.00,
223,2025-12-26T15:54:37.634107,2025-12-26T15:54:37.642636,localhost:50052,1,SUCCESS,8.53,8.53,False,0,0.00,
224,2025-12-26T15:54:37.741544,2025-12-26T15:54:37.749009,localhost:50051,1,SUCCESS,7.46,7.46,False,0,0.00,
225,2025-12-26T15:54:37.850858,2025-12-26T15:54:37.858973,localhost:50052,1,SUCCESS,8.12,8.12,False,0,0.00,
226,2025-12-26T15:54:37.958806,2025-12-26T15:54:37.966432,localhost:50051,1,SUCCESS,7.63,7.63,False,0,0.00,
227,2025-12-26T15:54:38.067798,2025-12-26T15:54:38.072800,localhost:50052,1,SUCCESS,5.00,5.00,False,0,0.00,
228,2025-12-26T15:54:38.176459,2025-12-26T15:54:38.184375,localhost:50051,1,SUCCESS,7.92,7.92,False,0,0.00,
229,2025-12-26T15:54:38.286878,2025-12-26T15:54:38.293840,localhost:50052,1,SUCCESS,6.96,6.96,False,0,0.00,
230,2025-12-26T15:54:38.396661,2025-12-26T15:54:38.404055,localhost:50051,1,SUCCESS,7.39,7.39,False,0,0.00,
231,2025-12-26T15:54:38.504656,2025-12-26T15:54:38.513010,localhost:50052,1,SUCCESS,8.35,8.35,False,0,0.00,
232,2025-12-26T15:54:38.613609,2025-12-26T15:54:38.619049,localhost:50051,1,SUCCESS,5.44,5.44,False,0,0.00,
233,2025-12-26T15:54:38.721892,2025-12-26T15:54:38.727422,localhost:50052,1,SUCCESS,5.53,5.53,False,0,0.00,
234,2025-12-26T15:54:38.831271,2025-12-26T15:54:38.836740,localhost:50051,1,SUCCESS,5.47,5.47,False,0,0.00,
235,2025-12-26T15:54:38.941359,2025-12-26T15:54:38.949711,localhost:50052,1,SUCCESS,8.35,8.35,False,0,0.00,
236,2025-12-26T15:54:39.049928,2025-12-26T15:54:39.055469,localhost:50051,1,SUCCESS,5.54,5.54,False,0,0.00,
237,2025-12-26T15:54:39.156679,2025-12-26T15:54:39.162653,localhost:50052,1,SUCCESS,5.97,5.97,False,0,0.00,
238,2025-12-26T15:54:39.263598,2025-12-26T15:54:39.268632,localhost:50051,1,SUCCESS,5.03,5.03,False,0,0.00,
239,2025-12-26T15:54:39.371133,2025-12-26T15:54:39.379540,localhost:50052,1,SUCCESS,8.41,8.41,False,0,0.00,
240,2025-12-26T15:54:39.478635,2025-12-26T15:54:39.485512,localhost:50051,1,SUCCESS,6.88,6.88,False,0,0.00,
241,2025-12-26T15:54:39.589860,2025-12-26T15:54:39.595390,localhost:50052,1,SUCCESS,5.53,5.53,False,0,0.00,
242,2025-12-26T15:54:39.699964,2025-12-26T15:54:39.707594,localhost:50051,1,SUCCESS,7.63,7.63,False,0,0.00,
243,2025-12-26T15:54:39.808904,2025-12-26T15:54:39.818305,localhost:50052,1,SUCCESS,9.40,9.40,False,0,0.00,
244,2025-12-26T15:54:39.916875,2025-12-26T15:54:39.925403,localhost:50051,1,SUCCESS,8.53,8.53,False,0,0.00,
245,2025-12-26T15:54:40.026923,2025-12-26T15:54:40.033933,localhost:50052,1,SUCCESS,7.01,7.01,False,0,0.00,
246,2025-12-26T15:54:40.135520,2025-12-26T15:54:40.143770,localhost:50051,1,SUCCESS,8.25,8.25,False,0,0.00,
247,2025-12-26T15:54:40.244622,2025-12-26T15:54:40.249820,localhost:50052,1,SUCCESS,5.20,5.20,False,0,0.00,
248,2025-12-26T15:54:40.352734,2025-12-26T15:54:40.361148,localhost:50051,1,SUCCESS,8.41,8.41,False,0,0.00,
249,2025-12-26T15:54:40.460133,2025-12-26T15:54:40.467662,localhost:50052,1,SUCCESS,7.53,7.53,False,0,0.00,
250,2025-12-26T15:54:40.568349,2025-12-26T15:54:40.573734,localhost:50051,1,SUCCESS,5.38,5.38,False,0,0.00,
251,2025-12-26T15:54:40.676651,2025-12-26T15:54:40.681780,localhost:50052,1,SUCCESS,5.13,5.13,False,0,0.00,
252,2025-12-26T15:54:40.785700,2025-12-26T15:54:40.793769,localhost:50051,1,SUCCESS,8.07,8.07,False,0,0.00,
253,2025-12-26T15:54:40.894411,2025-12-26T15:54:40.904528,localhost:50052,1,SUCCESS,10.12,10.12,False,0,0.00,
254,2025-12-26T15:54:41.002769,2025-12-26T15:54:41.010743,localhost:50051,1,SUCCESS,7.97,7.97,False,0,0.00,
255,2025-12-26T15:54:41.109958,2025-12-26T15:54:41.118796,localhost:50052,1,SUCCESS,8.84,8.84,False,0,0.00,
256,2025-12-26T15:54:41.217886,2025-12-26T15:54:41.226317,localhost:50051,1,SUCCESS,8.43,8.43,False,0,0.00,
257,2025-12-26T15:54:41.325870,2025-12-26T15:54:41.335521,localhost:50052,1,SUCCESS,9.65,9.65,False,0,0.00,
258,2025-12-26T15:54:41.433639,2025-12-26T15:54:41.441683,localhost:50051,1,SUCCESS,8.04,8.04,False,0,0.00,
259,2025-12-26T15:54:41.542333,2025-12-26T15:54:41.551091,localhost:50052,1,SUCCESS,8.76,8.76,False,0,0.00,
260,2025-12-26T15:54:41.651787,2025-12-26T15:54:41.657352,localhost:50051,1,SUCCESS,5.57,5.57,False,0,0.00,
261,2025-12-26T15:54:41.760929,2025-12-26T15:54:41.766389,localhost:50052,1,SUCCESS,5.46,5.46,False,0,0.00,
262,2025-12-26T15:54:41.872482,2025-12-26T15:54:41.879883,localhost:50051,1,SUCCESS,7.40,7.40,False,0,0.00,
263,2025-12-26T15:54:41.981791,2025-12-26T15:54:41.987316,localhost:50052,1,SUCCESS,5.52,5.52,False,0,0.00,
264,2025-12-26T15:54:42.089819,2025-12-26T15:54:42.095327,localhost:50051,1,SUCCESS,5.51,5.51,False,0,0.00,
265,2025-12-26T15:54:42.197697,2025-12-26T15:54:42.205249,localhost:50052,1,SUCCESS,7.55,7.55,False,0,0.00,
266,2025-12-26T15:54:42.307428,2025-12-26T15:54:42.315978,localhost:50051,1,SUCCESS,8.55,8.55,False,0,0.00,
267,2025-12-26T15:54:42.417659,2025-12-26T15:54:42.422675,localhost:50052,1,SUCCESS,5.02,5.02,False,0,0.00,
268,2025-12-26T15:54:42.526659,2025-12-26T15:54:42.531874,localhost:50051,1,SUCCESS,5.21,5.21,False,0,0.00,
269,2025-12-26T15:54:42.635427,2025-12-26T15:54:42.643458,localhost:50052,1,SUCCESS,8.03,8.03,False,0,0.00,
270,2025-12-26T15:54:42.744222,2025-12-26T15:54:42.753544,localhost:50051,1,SUCCESS,9.32,9.32,False,0,0.00,
271,2025-12-26T15:54:42.852246,2025-12-26T15:54:42.859656,localhost:50052,1,SUCCESS,7.41,7.41,False,0,0.00,
272,2025-12-26T15:54:42.962596,2025-12-26T15:54:42.969008,localhost:50051,1,SUCCESS,6.41,6.41,False,0,0.00,
273,2025-12-26T15:54:43.070722,2025-12-26T15:54:43.078563,localhost:50052,1,SUCCESS,7.84,7.84,False,0,0.00,
274,2025-12-26T15:54:43.178752,2025-12-26T15:54:43.189317,localhost:50051,1,SUCCESS,10.57,10.57,False,0,0.00,
275,2025-12-26T15:54:43.286660,2025-12-26T15:54:43.294675,localhost:50052,1,SUCCESS,8.01,8.01,False,0,0.00,
276,2025-12-26T15:54:43.393860,2025-12-26T15:54:43.402377,localhost:50051,1,SUCCESS,8.52,8.52,False,0,0.00,
277,2025-12-26T15:54:43.503805,2025-12-26T15:54:43.512335,localhost:50052,1,SUCCESS,8.53,8.53,False,0,0.00,
278,2025-12-26T15:54:43.612749,2025-12-26T15:54:43.617271,localhost:50051,1,SUCCESS,4.52,4.52,False,0,0.00,
279,2025-12-26T15:54:43.723484,2025-12-26T15:54:43.731665,localhost:50052,1,SUCCESS,8.18,8.18,False,0,0.00,
280,2025-12-26T15:54:43.831974,2025-12-26T15:54:43.840392,localhost:50051,1,SUCCESS,8.42,8.42,False,0,0.00,
281,2025-12-26T15:54:43.939205,2025-12-26T15:54:43.947749,localhost:50052,1,SUCCESS,8.54,8.54,False,0,0.00,
282,2025-12-26T15:54:44.049063,2025-12-26T15:54:44.054063,localhost:50051,1,SUCCESS,5.00,5.00,False,0,0.00,
283,2025-12-26T15:54:44.157871,2025-12-26T15:54:44.166426,localhost:50052,1,SUCCESS,8.55,8.55,False,0,0.00,
284,2025-12-26T15:54:44.267338,2025-12-26T15:54:44.272343,localhost:50051,1,SUCCESS,5.00,5.00,False,0,0.00,
285,2025-12-26T15:54:44.376450,2025-12-26T15:54:44.381450,localhost:50052,1,SUCCESS,5.00,5.00,False,0,0.00,
286,2025-12-26T15:54:44.485313,2025-12-26T15:54:44.493125,localhost:50051,1,SUCCESS,7.81,7.81,False,0,0.00,
287,2025-12-26T15:54:44.593163,2025-12-26T15:54:44.600699,localhost:50052,1,SUCCESS,7.54,7.54,False,0,0.00,
288,2025-12-26T15:54:44.703767,2025-12-26T15:54:44.713347,localhost:50051,1,SUCCESS,9.58,9.58,False,0,0.00,
289,2025-12-26T15:54:44.811060,2025-12-26T15:54:44.820449,localhost:50052,1,SUCCESS,9.39,9.39,False,0,0.00,
290,2025-12-26T15:54:44.919652,2025-12-26T15:54:44.928078,localhost:50051,1,SUCCESS,8.43,8.43,False,0,0.00,
291,2025-12-26T15:54:45.029276,2025-12-26T15:54:45.038109,localhost:50052,1,SUCCESS,8.83,8.83,False,0,0.00,
292,2025-12-26T15:54:45.138663,2025-12-26T15:54:45.143577,localhost:50051,1,SUCCESS,4.91,4.91,False,0,0.00,
293,2025-12-26T15:54:45.249189,2025-12-26T15:54:45.255332,localhost:50052,1,SUCCESS,6.14,6.14,False,0,0.00,
294,2025-12-26T15:54:45.358188,2025-12-26T15:54:45.366577,localhost:50051,1,SUCCESS,8.39,8.39,False,0,0.00,
295,2025-12-26T15:54:45.467241,2025-12-26T15:54:45.475797,localhost:50052,1,SUCCESS,8.56,8.56,False,0,0.00,
296,2025-12-26T15:54:45.576070,2025-12-26T15:54:45.581914,localhost:50051,1,SUCCESS,5.84,5.84,False,0,0.00,
297,2025-12-26T15:54:45.683922,2025-12-26T15:54:45.691708,localhost:50052,1,SUCCESS,7.79,7.79,False,0,0.00,
298,2025-12-26T15:54:45.792008,2025-12-26T15:54:45.801816,localhost:50051,1,SUCCESS,9.81,9.81,False,0,0.00,
299,2025-12-26T15:54:45.900924,2025-12-26T15:54:45.909399,localhost:50052,1,SUCCESS,8.47,8.47,False,0,0.00,
300,2025-12-26T15:54:46.009030,2025-12-26T15:54:46.018023,localhost:50051,1,SUCCESS,8.99,8.99,False,0,0.00,
301,2025-12-26T15:54:46.119014,2025-12-26T15:54:46.124028,localhost:50052,1,SUCCESS,5.01,5.01,False,0,0.00,
302,2025-12-26T15:54:46.230593,2025-12-26T15:54:46.235606,localhost:50051,1,SUCCESS,5.01,5.01,False,0,0.00,
303,2025-12-26T15:54:46.338902,2025-12-26T15:54:46.346805,localhost:50052,1,SUCCESS,7.90,7.90,False,0,0.00,
304,2025-12-26T15:54:46.448221,2025-12-26T15:54:46.454123,localhost:50051,1,SUCCESS,5.90,5.90,False,0,0.00,
305,2025-12-26T15:54:46.559731,2025-12-26T15:54:46.565724,localhost:50052,1,SUCCESS,5.99,5.99,False,0,0.00,
306,2025-12-26T15:54:46.668015,2025-12-26T15:54:46.676017,localhost:50051,1,SUCCESS,8.00,8.00,False,0,0.00,
307,2025-12-26T15:54:46.778632,2025-12-26T15:54:46.786660,localhost:50052,1,SUCCESS,8.03,8.03,False,0,0.00,
308,2025-12-26T15:54:46.889833,2025-12-26T15:54:46.896832,localhost:50051,1,SUCCESS,7.00,7.00,False,0,0.00,
309,2025-12-26T15:54:47.000273,2025-12-26T15:54:47.006273,localhost:50052,1,SUCCESS,6.00,6.00,False,0,0.00,
310,2025-12-26T15:54:47.111118,2025-12-26T15:54:47.117310,localhost:50051,1,SUCCESS,6.19,6.19,False,0,0.00,
311,2025-12-26T15:54:47.219685,2025-12-26T15:54:47.229596,localhost:50052,1,SUCCESS,9.91,9.91,False,0,0.00,
312,2025-12-26T15:54:47.327663,2025-12-26T15:54:47.335790,localhost:50051,1,SUCCESS,8.13,8.13,False,0,0.00,
313,2025-12-26T15:54:47.438384,2025-12-26T15:54:47.445384,localhost:50052,1,SUCCESS,7.00,7.00,False,0,0.00,
314,2025-12-26T15:54:47.546585,2025-12-26T15:54:47.555481,localhost:50051,1,SUCCESS,8.90,8.90,False,0,0.00,
315,2025-12-26T15:54:47.655801,2025-12-26T15:54:47.664825,localhost:50052,1,SUCCESS,9.02,9.02,False,0,0.00,
316,2025-12-26T15:54:47.764344,2025-12-26T15:54:47.774261,localhost:50051,1,SUCCESS,9.92,9.92,False,0,0.00,
317,2025-12-26T15:54:47.872452,2025-12-26T15:54:47.880358,localhost:50052,1,SUCCESS,7.91,7.91,False,0,0.00,
318,2025-12-26T15:54:47.982168,2025-12-26T15:54:47.991249,localhost:50051,1,SUCCESS,9.08,9.08,False,0,0.00,
319,2025-12-26T15:54:48.091874,2025-12-26T15:54:48.096891,localhost:50052,1,SUCCESS,5.02,5.02,False,0,0.00,
320,2025-12-26T15:54:48.201485,2025-12-26T15:54:48.210389,localhost:50051,1,SUCCESS,8.90,8.90,False,0,0.00,
321,2025-12-26T15:54:48.308881,2025-12-26T15:54:48.316740,localhost:50052,1,SUCCESS,7.86,7.86,False,0,0.00,
322,2025-12-26T15:54:48.419432,2025-12-26T15:54:48.427280,localhost:50051,1,SUCCESS,7.85,7.85,False,0,0.00,
323,2025-12-26T15:54:48.528094,2025-12-26T15:54:48.537053,localhost:50052,1,SUCCESS,8.96,8.96,False,0,0.00,
324,2025-12-26T15:54:48.636139,2025-12-26T15:54:48.646000,localhost:50051,1,SUCCESS,9.86,9.86,False,0,0.00,
325,2025-12-26T15:54:48.745281,2025-12-26T15:54:48.754158,localhost:50052,1,SUCCESS,8.88,8.88,False,0,0.00,
326,2025-12-26T15:54:48.854828,2025-12-26T15:54:48.860750,localhost:50051,1,SUCCESS,5.92,5.92,False,0,0.00,
327,2025-12-26T15:54:48.964635,2025-12-26T15:54:48.972693,localhost:50052,1,SUCCESS,8.06,8.06,False,0,0.00,
328,2025-12-26T15:54:49.072503,2025-12-26T15:54:49.080504,localhost:50051,1,SUCCESS,8.00,8.00,False,0,0.00,
329,2025-12-26T15:54:49.181512,2025-12-26T15:54:49.189705,localhost:50052,1,SUCCESS,8.19,8.19,False,0,0.00,
330,2025-12-26T15:54:49.290099,2025-12-26T15:54:49.299170,localhost:50051,1,SUCCESS,9.07,9.07,False,0,0.00,
331,2025-12-26T15:54:49.399663,2025-12-26T15:54:49.404665,localhost:50052,1,SUCCESS,5.00,5.00,False,0,0.00,
332,2025-12-26T15:54:49.510260,2025-12-26T15:54:49.515264,localhost:50051,1,SUCCESS,5.00,5.00,False,0,0.00,
333,2025-12-26T15:54:49.619793,2025-12-26T15:54:49.624787,localhost:50052,1,SUCCESS,4.99,4.99,False,0,0.00,
334,2025-12-26T15:54:49.728300,2025-12-26T15:54:49.733301,localhost:50051,1,SUCCESS,5.00,5.00,False,0,0.00,
335,2025-12-26T15:54:49.838547,2025-12-26T15:54:49.848534,localhost:50052,1,SUCCESS,9.99,9.99,False,0,0.00,
336,2025-12-26T15:54:49.946480,2025-12-26T15:54:49.954476,localhost:50051,1,SUCCESS,8.00,8.00,False,0,0.00,
337,2025-12-26T15:54:50.054341,2025-12-26T15:54:50.062237,localhost:50052,1,SUCCESS,7.90,7.90,False,0,0.00,
338,2025-12-26T15:54:50.162689,2025-12-26T15:54:50.171543,localhost:50051,1,SUCCESS,8.85,8.85,False,0,0.00,
339,2025-12-26T15:54:50.272398,2025-12-26T15:54:50.280419,localhost:50052,1,SUCCESS,8.02,8.02,False,0,0.00,
340,2025-12-26T15:54:50.380363,2025-12-26T15:54:50.388462,localhost:50051,1,SUCCESS,8.10,8.10,False,0,0.00,
341,2025-12-26T15:54:50.489819,2025-12-26T15:54:50.498778,localhost:50052,1,SUCCESS,8.96,8.96,False,0,0.00,
342,2025-12-26T15:54:50.599537,2025-12-26T15:54:50.604541,localhost:50051,1,SUCCESS,5.00,5.00,False,0,0.00,
343,2025-12-26T15:54:50.709734,2025-12-26T15:54:50.715734,localhost:50052,1,SUCCESS,6.00,6.00,False,0,0.00,
344,2025-12-26T15:54:50.821571,2025-12-26T15:54:50.828432,localhost:50051,1,SUCCESS,6.86,6.86,False,0,0.00,
345,2025-12-26T15:54:50.929359,2025-12-26T15:54:50.937377,localhost:50052,1,SUCCESS,8.02,8.02,False,0,0.00,
346,2025-12-26T15:54:51.038564,2025-12-26T15:54:51.046665,localhost:50051,1,SUCCESS,8.10,8.10,False,0,0.00,
347,2025-12-26T15:54:51.147337,2025-12-26T15:54:51.155404,localhost:50052,1,SUCCESS,8.07,8.07,False,0,0.00,
348,2025-12-26T15:54:51.256576,2025-12-26T15:54:51.266674,localhost:50051,1,SUCCESS,10.10,10.10,False,0,0.00,
349,2025-12-26T15:54:51.364232,2025-12-26T15:54:51.373167,localhost:50052,1,SUCCESS,8.93,8.93,False,0,0.00,
350,2025-12-26T15:54:51.471458,2025-12-26T15:54:51.480394,localhost:50051,1,SUCCESS,8.94,8.94,False,0,0.00,
351,2025-12-26T15:54:51.581194,2025-12-26T15:54:51.589158,localhost:50052,1,SUCCESS,7.96,7.96,False,0,0.00,
352,2025-12-26T15:54:51.691853,2025-12-26T15:54:51.696884,localhost:50051,1,SUCCESS,5.03,5.03,False,0,0.00,
353,2025-12-26T15:54:51.802545,2025-12-26T15:54:51.808597,localhost:50052,1,SUCCESS,6.05,6.05,False,0,0.00,
354,2025-12-26T15:54:51.911193,2025-12-26T15:54:51.919311,localhost:50051,1,SUCCESS,8.12,8.12,False,0,0.00,
355,2025-12-26T15:54:52.019421,2025-12-26T15:54:52.025312,localhost:50052,1,SUCCESS,5.89,5.89,False,0,0.00,
356,2025-12-26T15:54:52.129262,2025-12-26T15:54:52.133651,localhost:50051,1,SUCCESS,4.39,4.39,False,0,0.00,
357,2025-12-26T15:54:52.237737,2025-12-26T15:54:52.245753,localhost:50052,1,SUCCESS,8.02,8.02,False,0,0.00,
358,2025-12-26T15:54:52.345480,2025-12-26T15:54:52.354305,localhost:50051,1,SUCCESS,8.82,8.82,False,0,0.00,
359,2025-12-26T15:54:52.456446,2025-12-26T15:54:52.461447,localhost:50052,1,SUCCESS,5.00,5.00,False,0,0.00,
360,2025-12-26T15:54:52.566461,2025-12-26T15:54:52.574345,localhost:50051,1,SUCCESS,7.88,7.88,False,0,0.00,
361,2025-12-26T15:54:52.674330,2025-12-26T15:54:52.682381,localhost:50052,1,SUCCESS,8.05,8.05,False,0,0.00,
362,2025-12-26T15:54:52.782853,2025-12-26T15:54:52.790769,localhost:50051,1,SUCCESS,7.92,7.92,False,0,0.00,
363,2025-12-26T15:54:52.892548,2025-12-26T15:54:52.898062,localhost:50052,1,SUCCESS,5.51,5.51,False,0,0.00,
364,2025-12-26T15:54:53.003559,2025-12-26T15:54:53.008562,localhost:50051,1,SUCCESS,5.00,5.00,False,0,0.00,
365,2025-12-26T15:54:53.113133,2025-12-26T15:54:53.121197,localhost:50052,1,SUCCESS,8.06,8.06,False,0,0.00,
